user_story_id,story_text,moscow_priority,importance_score,stakeholder_role,project_stage,iteration_count,feedback,sentiment,timeline_prediction,budget_prediction,actual_timeline,actual_budget,team_skills
2353,"As a product owner, I need manage tasks effectively to enhance usability.",Could,2,Tester,Deployment,5,"The design aligns well with our goals, but testing needs more focus.",Neutral,28.74,20626.47,28.0,20788.59,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
2354,"As a manager, I want to test the application thoroughly so that ensure quality.",Should,5,Manager,Sprint Planning,2,The feature works great but could use some improvement.,Positive,97.19,30941.95,92.89,32517.47,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
2355,"As a manager, I need manage tasks effectively to satisfy clients.",Won't,2,Tester,Testing,4,We are satisfied with the current functionality.,Neutral,94.83,32980.06,95.58,34216.72,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
2356,"As a product owner, I wish to plan the sprint so I can ensure quality.",Could,10,Manager,Sprint Planning,4,"The design aligns well with our goals, but testing needs more focus.",Neutral,71.52,34702.17,67.52,36157.35,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
2357,"As a stakeholder, I want to plan the sprint so that enhance usability.",Could,9,Developer,Sprint Planning,1,"The interface is user-friendly, but performance needs improvement.",Neutral,13.32,5737.15,15.32,5044.9,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
2358,"As a tester, I want to test the application thoroughly so that enhance usability.",Should,9,Manager,Testing,3,"Not satisfied with the outcome, requires a fix.",Neutral,39.23,23534.33,42.44,23529.74,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
2359,"As a designer, I am required to deploy the software to achieve meet deadlines.",Won't,2,Tester,Deployment,3,Excellent implementation! Great work.,Neutral,34.43,14826.01,39.1,15385.26,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
2360,"As a product owner, I am required to design the interface to achieve achieve business goals.",Must,7,Product Owner,Sprint Planning,4,Excellent implementation! Great work.,Neutral,100.01,60391.71,105.53,61282.64,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
2361,"As a stakeholder, I want to design the interface so that enhance usability.",Must,3,Manager,Sprint Planning,4,"Not satisfied with the outcome, requires a fix.",Neutral,41.02,24016.02,44.98,25130.37,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
2362,"As a developer, I am required to deploy the software to achieve ensure quality.",Won't,2,Manager,Development,3,"The interface is user-friendly, but performance needs improvement.",Neutral,15.44,11221.5,12.73,10364.78,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
2363,"As a stakeholder, I must design the interface in order to enhance usability.",Must,5,Developer,Testing,2,This part of the system needs a complete overhaul.,Negative,2.77,6942.6,11.31,6064.19,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
2364,"As a product owner, I am required to create detailed reports to achieve satisfy clients.",Must,3,Tester,Sprint Planning,3,This part of the system needs a complete overhaul.,Negative,39.27,15191.95,45.23,14588.22,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
2365,"As a manager, I want to create detailed reports so that ensure quality.",Must,8,Tester,Development,1,This part of the system needs a complete overhaul.,Negative,46.66,14210.1,48.75,15020.96,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
2366,"As a product owner, I need review the user stories to achieve business goals.",Should,5,Manager,Development,1,This part of the system needs a complete overhaul.,Negative,84.73,36575.88,94.48,35889.43,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
2367,"As a developer, I am required to design the interface to achieve ensure quality.",Must,9,Tester,Testing,1,Excellent implementation! Great work.,Neutral,55.75,23569.27,62.34,25155.14,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
2368,"As a designer, I wish to review requirements so I can enhance usability.",Must,9,Tester,Testing,1,We are satisfied with the current functionality.,Neutral,4.05,9058.52,-0.05,9751.08,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
2369,"As a manager, I want to deploy the software so that enhance usability.",Won't,6,Developer,Testing,4,"Not satisfied with the outcome, requires a fix.",Neutral,3.04,9280.43,6.76,10289.34,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
2370,"As a designer, I need access the test environment to deliver value.",Should,4,Manager,Sprint Planning,1,We are satisfied with the current functionality.,Neutral,27.86,8994.21,33.55,10783.1,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
2371,"As a product owner, I want to plan the sprint so that achieve business goals.",Could,9,Developer,Deployment,1,"The design aligns well with our goals, but testing needs more focus.",Neutral,63.5,14433.32,62.34,15714.26,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
2372,"As a developer, I am required to plan the sprint to achieve deliver value.",Could,9,Tester,Sprint Planning,1,The feature works great but could use some improvement.,Positive,37.93,7358.75,33.35,7627.63,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
2373,"As a designer, I need review the user stories to deliver value.",Must,1,Tester,Development,2,"Not satisfied with the outcome, requires a fix.",Neutral,71.55,27847.84,78.7,29113.98,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
2374,"As a designer, I must deploy the software in order to satisfy clients.",Won't,10,Manager,Deployment,1,We are satisfied with the current functionality.,Neutral,48.03,20277.21,45.6,20273.54,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
2375,"As a designer, I need validate the design to satisfy clients.",Must,7,Manager,Testing,3,"Not satisfied with the outcome, requires a fix.",Neutral,19.34,16390.15,22.35,15445.31,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
2376,"As a designer, I need use advanced tools to enhance usability.",Must,7,Product Owner,Testing,2,We are satisfied with the current functionality.,Neutral,40.01,12273.03,38.49,13364.95,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
2377,"As a developer, I am required to review requirements to achieve meet deadlines.",Should,7,Manager,Deployment,5,Excellent implementation! Great work.,Neutral,14.3,16989.94,23.88,18640.86,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
2378,"As a manager, I am required to deploy the software to achieve satisfy clients.",Won't,9,Product Owner,Deployment,3,"The design aligns well with our goals, but testing needs more focus.",Neutral,38.85,13379.46,37.74,12865.84,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
2379,"As a tester, I wish to create detailed reports so I can meet deadlines.",Must,9,Developer,Development,4,Excellent implementation! Great work.,Neutral,18.28,13181.2,13.42,13010.6,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
2380,"As a developer, I need collaborate with the team to deliver value.",Won't,6,Manager,Testing,2,"Not satisfied with the outcome, requires a fix.",Neutral,15.49,14743.53,20.51,16330.87,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
2381,"As a product owner, I am required to plan the sprint to achieve achieve business goals.",Could,2,Tester,Testing,1,We are satisfied with the current functionality.,Neutral,32.41,13008.76,39.43,13141.68,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
2382,"As a developer, I am required to create detailed reports to achieve meet deadlines.",Must,2,Developer,Testing,2,The feature works great but could use some improvement.,Positive,72.43,14955.83,73.58,16342.87,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
2383,"As a manager, I must deploy the software in order to meet deadlines.",Won't,9,Tester,Deployment,3,We are satisfied with the current functionality.,Neutral,78.65,19072.32,86.04,19840.85,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
2384,"As a manager, I want to review requirements so that enhance usability.",Should,8,Manager,Development,1,Excellent implementation! Great work.,Neutral,63.75,22931.77,72.66,23641.68,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
2385,"As a manager, I must design the interface in order to meet deadlines.",Must,8,Product Owner,Development,5,Excellent implementation! Great work.,Neutral,21.94,12864.31,29.14,11951.16,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
2386,"As a tester, I am required to design the interface to achieve meet deadlines.",Should,9,Developer,Development,2,The feature works great but could use some improvement.,Positive,122.31,37253.3,130.46,38880.49,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
2387,"As a product owner, I want to deploy the software so that ensure quality.",Won't,2,Product Owner,Deployment,2,Excellent implementation! Great work.,Neutral,71.18,15989.03,78.23,16693.23,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
2388,"As a product owner, I wish to review requirements so I can deliver value.",Should,2,Tester,Deployment,2,The feature works great but could use some improvement.,Positive,34.72,23229.6,35.79,25214.72,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
2389,"As a developer, I wish to deploy the software so I can ensure quality.",Won't,5,Manager,Deployment,1,Excellent implementation! Great work.,Neutral,83.3,18150.52,90.18,17869.74,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
2390,"As a tester, I wish to test the application thoroughly so I can satisfy clients.",Should,8,Tester,Testing,4,We are satisfied with the current functionality.,Neutral,53.37,29436.39,61.72,29223.46,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
2391,"As a stakeholder, I need use advanced tools to meet deadlines.",Could,6,Tester,Testing,1,"The interface is user-friendly, but performance needs improvement.",Neutral,21.65,10508.71,18.5,9751.47,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
2392,"As a manager, I must test the application thoroughly in order to satisfy clients.",Should,10,Manager,Sprint Planning,5,The feature works great but could use some improvement.,Positive,34.05,10908.25,40.89,12353.45,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
2393,"As a designer, I need access the test environment to deliver value.",Should,10,Product Owner,Deployment,1,This part of the system needs a complete overhaul.,Negative,62.97,29670.16,72.48,31092.85,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'intermediate'}"
2394,"As a tester, I need validate the design to ensure quality.",Should,1,Tester,Sprint Planning,3,"Not satisfied with the outcome, requires a fix.",Neutral,109.47,48694.67,113.0,48838.33,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
2395,"As a product owner, I must deploy the software in order to ensure quality.",Won't,2,Manager,Testing,3,This part of the system needs a complete overhaul.,Negative,98.98,40235.63,102.15,41551.46,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
